,Text,Text_Tag,Barely-True,False,Half-True,Mostly-True,Not-Known,True
6275,Ive taken on the federal government and won.,candidates-biography,0,0,0,0,0,1
6276,"The Democrats' health care bill ""gives a new Health Choices Commissioner the right to look at an individual's tax return to determine what medical benefits or subsidies that person qualifies for.""","health-care,taxes",0,0,1,0,0,0
6277,Says restoring Georgia pre-k to a 180-day program was a real result of his leadership.,education,0,0,1,0,0,0
6278,Says Hillary Clintons health care plan from the 1990s had a broader provision in favor of corporate right to back out of providing contraceptive coverage than the one created by the Hobby Lobby Supreme Court decision.,"abortion,congress,corporations,health-care,religion,sexuality,supreme-court",0,1,0,0,0,0
6279,The fact is voter fraud is rampant.,"crime,elections",0,0,0,0,1,0
6280,Wisconsins non-discrimination law doesnt protect members of the trans-gender community.,"civil-rights,gays-and-lesbians,housing,legal-issues,sexuality,workers",0,0,0,0,0,1
6281,"In 2008, Maggie Hassan voted against legislation to prevent sanctuary cities in New Hampshire.","immigration,voting-record",0,0,0,1,0,0
6282,"As mayor, Barrett led efforts to redevelop the Menomonee Valley, which now supports nearly 4,000 jobs in Wisconsin.","job-accomplishments,jobs",0,0,0,0,0,1
6283,When is a farm bill not a farm bill? When 90 percent of it is for food stamps.,"hunger,poverty,pundits,welfare",0,0,0,1,0,0
6284,"Says most states, but not Texas, permit jurors to ask questions of witnesses in trials.",criminal-justice,0,0,1,0,0,0
6285,President Obama is actually increasing Bush-era defense spending by $21 billion in the new fiscal year.,"military,pundits",0,0,0,1,0,0
6286,Says 56 percentof (the U.S.-Mexico) border is not under our control.,immigration,0,0,1,0,0,0
6287,"At protests in Wisconsin against proposed collective bargaining changes, phony sick notes (were) passed out to excuse striking union members.","health-care,labor,state-budget",0,0,0,1,0,0
6288,"Since Rep. John Boccieris election, Ohio has lost 600,000 jobs and his districts unemployment has doubled.","economy,jobs",0,0,0,0,1,0
6289,I sponsored the amendment that expanded the hours of early voting so that people who have irregular work schedules could vote.,elections,0,0,1,0,0,0
6290,"By the end of his first term, President Obama will have added as much debt as all the prior 43 presidents combined.","federal-budget,new-hampshire-2012",0,0,0,1,0,0
6291,"Obama plans ""a tax increase for everyone earning more than $42,000 a year.""",taxes,0,1,0,0,0,0
6292,"Half the kids coming out of college this year cant find a job, or a job thats consistent with a college degree.","education,jobs",0,0,0,0,0,1
6293,Charlie Crist raised taxes in 2009 and wont rule out raising taxes again.,"state-budget,taxes",0,0,0,1,0,0
6294,The payday loan industry does not exist in a state like Minnesota.,financial-regulation,0,1,0,0,0,0
6295,Heres the simple and undeniable fact: The overwhelming majority of violent criminals are Democrats.,"crime,criminal-justice,legal-issues",1,0,0,0,0,0
6296,"Says Rep. Charlie Bass, R-NH voted to raise his own pay eight times","congress,voting-record",0,0,1,0,0,0
6297,"Says Bruce Springsteen only had 8,000 tickets sold for a Greensboro show and canceled after they didnt get the ticket sales they wanted.","gays-and-lesbians,pop-culture,sexuality,states",0,0,0,0,1,0
6298,"In January, I outlined a plan to help revive our faltering economy, which formed the basis for a bipartisan stimulus package that passed the Congress.","economy,stimulus",1,0,0,0,0,0
6299,"The state Legislature attempted to ""outlaw stem cell research, passes bills about microchips in the brain, and talks about seceding from the Union.""","message-machine,science,states",0,0,0,1,0,0
6300,"TheCBO saysthe cost of health care reform will rise to $1.8 trillion, increasing the price to far greater than the $900 billion originallyprojected.",health-care,1,0,0,0,0,0
6301,"Hillary Clinton ""has the only health care plan that covers every American.""",health-care,0,0,0,0,0,1
6302,Says the national heath care reform is a government takeover of health care.,health-care,0,0,0,0,1,0
6303,"In 40 years of broadcast, I have never endorsed any candidate.",history,0,0,0,0,0,1
6304,There was serious voter fraud in Virginia.,elections,0,0,0,0,1,0
6305,"In New York, your chances of getting murdered are 1 in 25,000. In Honduras, its 1 in 14.","crime,criminal-justice,immigration",0,0,1,0,0,0
6306,"Georgia spends in the top 10 nationally on education, yet, most of our education metrics hover in the bottom five.","education,state-budget",0,0,1,0,0,0
6307,"Thanks to Washington, nearly everyone will pay more in taxes in 2013. Somehow people think its just the wealthy. Its not.","economy,federal-budget,state-budget,taxes",0,0,1,0,0,0
6308,"The 9/11 terroristsfriends, family, girlfriends in the United Stateswere sent back for the most part to Saudi Arabia. They knew what was going on. They went home, and they wanted to watch their boyfriends on television.",terrorism,0,1,0,0,0,0
6309,The Koch brothers alone gave twice as much money to Scott Walker as the total amount of money raised by Tom Barrett.,"campaign-finance,corporations,corrections-and-updates,elections",0,1,0,0,0,0
6310,Mitt Romneys platform ...wont protect the mortgage interest (tax) deduction for middle-class families.,"message-machine-2012,taxes",1,0,0,0,0,0
6311,"Just 9 percent of Muslims in Pakistan viewISIS favorably. Unfortunately, that 9 percent is 16 million people. And thats just one country.","corrections-and-updates,islam,terrorism",0,0,0,1,0,0
6312,New energy standards will take away our freedom of choice and selection in the light bulbs we have in our homes.,"energy,government-regulation",1,0,0,0,0,0
6313,"Says David Rivera received a $5,000 campaign contribution from Congressman Spencer Bachus, who is currently under House Ethics investigation for insider trading.","campaign-finance,ethics",0,0,0,1,0,0
6314,Georgia has more illegal aliens than the state of Arizona.,immigration,0,0,0,0,0,1
6315,"As Dane County executive, Kathleen Falk raised property taxes by millions of dollars every year and approved the second highest increase in the state in 2010.","county-budget,state-budget,taxes",0,0,0,0,0,1
6316,"More people were killed by terrorists in 2015 than in any other year ever, after an 80 percentincrease from 2014.",terrorism,0,0,0,1,0,0
6317,"The financial penalties imposed on gay couples can cost us more than $300,000 compared with married heterosexual couples over a lifetime.",gays-and-lesbians,0,0,0,1,0,0
6318,Forty percent of illegal immigrants are people coming legally on visas and overstaying their visas.,immigration,0,0,0,1,0,0
6319,Nearly 46 million Americans don't have health insurance coverage today.,health-care,0,0,0,1,0,0
6320,Says Tommy Thompson pushed such strict laws that abortion providers faced potential life imprisonment and women were forced to cross state lines in order to receive attention for life-threatening issues.,abortion,0,0,1,0,0,0
6321,"Governor Christie, his idea of jumpstarting the economy is to propose a trickle-down income tax cut last year and in his budget address this year, he stated his support for it again.",taxes,1,0,0,0,0,0
6322,"In fact, oil spills from tankers are far more common than the very rare leaks from rigs or pipelines.","energy,environment,oil-spill",0,0,1,0,0,0
6323,Youve got a medical report on me that meets the same standard as Mitt Romney and Barack Obama.,"candidates-biography,disability,elections,history,privacy,transparency",0,0,0,1,0,0
6324,"In her short time in the United States Senate, the senator from New York, Senator Clinton, got $500-million worth of pork barrel projects.",federal-budget,0,0,0,1,0,0
6325,"For several days in July of 2012, Greenland surface ice cover melted more than at any time in 30 years of satellite observation. During that month, an estimated 97% of the ice sheet thawed.","climate-change,environment,weather",0,0,1,0,0,0
6326,More than 40 percent of sales nationally are made without background checks.,guns,0,0,1,0,0,0
6327,On job creation numbers in the latest Start-Up NY report: This is a significant number of overcounts in the compilation that Ive looked at.,"economy,jobs",0,1,0,0,0,0
6328,"The omnibus spending bill has 9,427 pork barrel items.",federal-budget,0,0,0,0,0,1
6329,"In his very first budget, (Milwaukee) Mayor Tom Barrett broke his pledge to keep a lid on property taxes and has continued increasing taxes and fees ever since.","city-budget,taxes",1,0,0,0,0,0
6330,SayPresident George W. Bush borrowed $1.37 trillion of Social Security surplus revenue to pay for his tax cuts for the rich and his war in Iraq and never paid it back.,"iraq,social-security,taxes",1,0,0,0,0,0
6331,The Benghazi victims were left helpless to die as Hillary Clinton soundly slept in her bed.,"foreign-policy,terrorism",0,1,0,0,0,0
6332,CEOs now earn 431 times what their workers earn.,"corporations,economy,financial-regulation,income,workers",0,0,1,0,0,0
6333,"When the auto industry was going under, car parts companies like Johnson Controls begged taxpayers for a bailout, and they got one.","federal-budget,taxes,transportation",0,0,1,0,0,0
6334,We cut taxes 24 times.,taxes,0,0,1,0,0,0
6335,Almost 1 million children ... have no health insurance in this state.,health-care,0,0,0,0,0,1
6336,"When President Obama landed in Cuba on Air Force One, no leader was there, nobody, to greet him -- perhaps an incident without precedent in the long and prestigious history of Air Force One.",foreign-policy,0,0,1,0,0,0
6337,Says President Franklin Delano Roosevelt sent his advisers to study socialism with Soviet dictator Josef Stalin so the president could replicate it in the United States.,history,0,1,0,0,0,0
6338,Says his budget plan would cut our deficits by $4 trillion.,"corrections-and-updates,deficit,federal-budget",0,0,1,0,0,0
6339,"Says I never billed a single hour of my time to the City of Portland in the last 10 years -- so, no revolving door.","city-government,ethics,message-machine-2012",1,0,0,0,0,0
6340,This is the first time since the Depression that unemployment has stayed above 9 percent for two consecutive years.,"economy,history",0,1,0,0,0,0
6341,Red light camera installed to promote public safety.,transportation,1,0,0,0,0,0
6342,"Minimum wage = $16,000/year CEO-Goldman Sachs (Lloyd Blankfein) $16,000/Hour.","corporations,deficit,economy,financial-regulation,government-regulation,occupy-wall-street,taxes",0,1,0,0,0,0
6343,"Obamas stimulus, passed in his first month in office, will cost more than the entire Iraq War.","economy,iraq,stimulus",1,0,0,0,0,0
